study_hours_per_day,phone_usage_hours,social_media_hours,youtube_hours,gaming_hours,breaks_per_day,coffee_intake_mg,assignments_completed,attendance_percentage,focus_score,sleep_hours,stress_level,exercise_minutes,productivity_score,productivity_label
1.63,4.3,1.65,1.03,4.68,4,57,16,40.26,85,5.555,8.0,88.5,52.50470067620775,Medium
5.39,6.74,7.01,4.4,0.68,12,372,4,73.49,93,7.015000000000001,4.0,42.0,76.81386185438564,High
10.0,0.79,0.89,0.01,4.46,8,384,10,41.89,52,6.78,4.0,65.5,100.0,High
9.52,2.45,5.78,2.2,4.4,6,295,4,61.8,40,5.23,4.0,87.5,63.17049799982384,Medium
1.56,10.29,6.56,1.88,4.98,11,182,18,73.72,82,6.715,8.5,78.0,59.810495969920346,Medium
2.78,11.5,0.84,0.73,1.15,3,147,2,47.55,77,5.665,5.0,74.0,47.63895703899066,Low
9.49,2.71,4.77,5.77,4.54,10,150,8,41.29,94,5.515000000000001,4.5,45.0,82.64360944146543,High
1.93,9.38,6.15,1.97,3.07,14,15,0,70.21,87,7.265000000000001,7.5,44.0,32.11158396904897,Low
7.56,1.79,6.43,5.1,2.41,5,330,15,40.17,32,6.140000000000001,7.5,77.0,60.93667615577887,Medium
0.51,5.94,0.23,2.76,1.16,7,315,13,47.64,85,7.314999999999999,5.0,88.5,73.42240170247341,High
6.5,6.35,4.28,3.49,5.48,9,331,8,86.92,76,5.455,5.5,46.5,76.46152942747004,High
5.2,6.98,1.49,3.56,3.66,10,118,12,53.98,48,6.73,3.5,73.5,62.054746295078616,Medium
4.97,4.66,7.11,3.36,5.49,3,50,19,51.83,31,8.13,6.0,31.5,54.9126493374577,Medium
8.38,10.35,3.72,5.64,2.13,13,494,5,74.51,57,7.675,3.5,83.5,86.74986500113641,High
1.27,3.99,3.33,3.49,1.85,6,302,16,78.11,49,7.685,7.5,47.5,74.63018630928337,High
4.08,6.08,1.65,5.95,1.97,7,68,16,67.16,96,8.29,5.0,18.0,98.6260099647622,High
4.74,2.73,1.57,2.09,2.51,8,248,2,95.88,35,7.17,5.0,52.0,68.38887947912035,Medium
1.68,7.09,7.93,3.72,2.3,8,159,14,41.81,84,8.594999999999999,6.5,49.5,41.89932041903222,Low
1.31,2.77,0.54,5.67,2.04,1,290,2,96.51,51,4.57,4.5,81.5,58.58179061239025,Medium
2.21,3.28,0.34,4.04,0.39,2,327,8,48.23,96,6.87,4.0,65.5,80.63283883682827,High
2.79,5.53,2.13,1.51,3.41,13,320,3,97.24,38,8.01,8.5,26.5,41.41217645570101,Low
9.68,3.69,2.93,5.02,5.27,3,149,0,87.81,93,5.17,5.0,87.0,67.65597027709505,Medium
5.02,0.96,3.11,3.15,0.61,2,254,5,59.93,93,7.24,4.5,86.0,90.2170234409119,High
5.35,9.66,1.53,4.36,2.52,13,181,4,55.42,62,8.165,6.0,60.5,45.18948723472688,Low
7.22,9.93,7.51,0.16,3.69,13,431,15,87.73,78,8.02,4.0,53.0,71.73114606853716,Medium
7.0,10.86,7.22,2.39,2.76,6,280,4,62.91,58,7.55,8.0,15.5,50.19618907269989,Medium
5.28,11.77,3.98,3.84,3.25,3,45,11,96.47,50,7.97,4.5,59.5,58.86725810087053,Medium
3.73,1.8,6.03,4.06,1.21,14,318,16,88.53,79,8.04,5.5,67.0,99.15069161337242,High
3.64,3.66,1.8,3.23,5.65,13,246,6,62.46,94,6.550000000000001,5.5,50.0,71.58166201522785,Medium
1.05,7.75,6.84,0.24,1.89,10,194,13,78.37,40,5.385,7.5,41.5,25.318604445314342,Low
9.05,10.58,3.3,4.8,1.8,6,97,13,65.04,56,8.455,4.0,82.0,61.514420385479625,Medium
7.81,2.37,1.07,3.79,2.75,14,212,6,55.36,71,8.515,4.5,39.0,78.47427892649733,High
6.42,6.06,6.34,0.58,0.48,4,483,17,83.37,57,6.885,7.5,88.5,76.86372296148006,High
4.26,11.76,3.85,5.19,5.88,3,267,18,70.01,41,7.140000000000001,4.0,57.0,66.42236615768161,Medium
6.03,4.31,4.86,3.74,2.91,2,282,8,80.45,30,6.33,4.5,36.0,69.29468154672283,Medium
5.11,6.15,7.33,5.08,2.65,8,62,19,59.89,96,6.715,7.0,43.0,83.22125168232817,High
3.1,8.48,4.58,5.0,5.78,14,400,12,41.15,90,8.3,7.5,72.0,68.47759731946161,Medium
3.34,5.35,2.13,4.15,2.69,12,301,10,53.97,96,6.904999999999999,6.0,45.5,70.76447442895144,Medium
8.81,8.75,2.74,1.72,4.99,4,47,7,90.08,79,8.19,5.5,34.5,71.4000477497721,Medium
6.53,2.2,6.85,4.63,0.52,10,484,13,85.67,83,7.1850000000000005,6.0,73.5,78.47405955695022,High
0.51,3.15,6.5,1.97,1.02,2,271,6,90.71,61,8.53,4.0,76.0,64.96050499510618,Medium
3.61,4.95,5.92,2.05,3.09,9,183,13,83.06,34,7.109999999999999,5.5,69.5,58.772019718381024,Medium
3.73,11.81,1.03,4.0,5.78,6,128,2,67.98,68,6.994999999999999,4.5,51.5,52.51509022207207,Medium
7.21,4.51,1.55,5.43,4.3,4,427,6,92.64,76,7.865,5.5,32.5,87.50847372253138,High
7.15,11.03,5.62,2.68,1.04,10,256,10,82.32,97,6.505000000000001,4.5,51.5,62.13313306297267,Medium
4.91,10.56,2.22,3.37,5.7,4,218,0,59.31,94,8.875,2.0,92.0,64.75135297776643,Medium
9.53,9.19,5.69,1.35,2.92,8,136,15,44.7,40,4.8,4.5,61.5,62.27480528946738,Medium
8.79,4.76,5.55,4.02,3.77,10,351,10,46.07,44,7.295,7.0,51.5,74.40940630410068,High
8.73,4.3,4.71,1.85,5.91,8,23,1,64.29,87,5.415,6.5,48.5,71.07707347598071,Medium
3.81,7.86,7.91,5.32,4.11,12,118,19,46.98,92,6.165,7.0,75.5,68.53328509402519,Medium
4.59,3.17,7.0,0.01,3.08,5,42,17,97.52,77,6.875,5.0,29.0,79.90422568655268,High
4.48,4.65,0.97,2.87,5.07,11,250,9,62.11,59,5.355,4.0,32.5,70.77674121534258,Medium
4.68,9.87,5.87,4.99,5.7,10,327,1,50.49,79,8.26,6.5,50.5,38.28601672950539,Low
8.95,2.92,6.79,1.76,5.87,12,128,1,83.85,44,8.254999999999999,4.0,43.0,62.44537965490076,Medium
2.87,10.02,6.98,2.91,5.9,5,203,8,75.49,98,8.530000000000001,5.5,60.0,46.79993847997889,Low
8.12,6.85,4.11,0.63,2.62,1,371,18,76.49,91,8.825,7.0,67.5,83.45725648534727,High
5.38,6.38,6.86,0.7,4.52,4,299,6,65.47,54,8.06,5.5,45.5,45.686875108739926,Low
2.87,7.56,6.83,3.82,4.32,4,363,17,99.27,53,5.984999999999999,7.5,37.5,54.74154102325012,Medium
5.51,7.76,4.43,4.85,0.18,11,100,12,69.06,31,7.95,7.5,66.5,68.95827955031234,Medium
2.36,6.92,4.33,0.36,3.34,5,143,15,44.56,53,7.145,4.5,50.0,67.54922571922546,Medium
1.53,8.57,4.92,1.28,3.73,12,143,0,56.5,84,6.4350000000000005,5.5,60.0,48.702254199152335,Low
8.46,4.62,1.26,2.58,0.77,11,288,2,69.99,67,6.035,7.0,62.0,74.01302172448216,High
7.14,9.82,5.91,5.75,5.6,1,192,14,76.7,69,7.83,5.5,35.5,75.49056773765118,High
2.45,3.04,7.12,0.58,0.12,11,61,2,72.52,45,6.035,5.5,24.5,41.2496895558276,Low
9.45,8.71,4.48,4.58,0.63,6,23,19,71.1,70,5.975,6.5,34.5,72.34051659664468,High
0.73,4.93,5.89,3.67,2.4,3,283,15,41.44,98,6.255,4.5,51.5,65.03532355881778,Medium
3.67,8.49,4.18,2.52,5.96,5,295,9,59.41,49,6.369999999999999,5.5,58.0,51.44162593033556,Medium
0.71,0.87,4.5,1.76,0.18,2,68,0,83.2,72,8.715,3.5,55.0,65.8484666434306,Medium
1.85,4.99,4.62,2.25,1.34,6,395,9,69.35,94,7.78,4.5,64.0,70.40112858217192,Medium
2.21,11.58,2.05,2.54,2.09,11,308,18,58.53,30,5.869999999999999,4.5,101.0,56.79516081135619,Medium
8.2,7.09,6.12,5.25,5.34,2,246,11,57.22,73,9.06,4.5,55.5,84.98883964244509,High
9.93,6.24,3.33,5.92,5.0,1,324,10,87.89,72,5.859999999999999,9.0,69.0,87.59860670651445,High
8.74,3.35,0.48,5.74,0.45,13,432,0,53.3,76,7.109999999999999,4.5,59.5,84.35408047855957,High
6.53,6.15,3.88,0.88,3.72,5,177,16,63.04,80,6.84,7.5,28.5,62.95566483069567,Medium
7.37,9.97,0.99,0.17,5.53,8,200,11,60.38,53,5.825,6.0,94.5,54.18469795495764,Medium
5.47,4.39,6.39,1.28,1.57,5,263,17,40.34,88,6.585,3.5,67.5,96.94285505700198,High
4.51,7.0,1.37,1.82,2.92,13,311,2,73.89,77,5.02,6.0,60.0,62.02954938153661,Medium
7.08,8.25,7.22,2.76,2.93,1,294,3,61.29,94,5.345000000000001,3.0,32.0,70.16582589739079,Medium
9.74,5.11,7.11,3.07,5.47,14,333,17,72.92,98,8.305,3.5,59.0,100.0,High
0.77,3.75,7.11,2.22,1.63,4,240,15,74.88,51,5.51,9.0,96.5,49.26985069249134,Low
3.48,2.29,2.54,5.54,2.15,9,95,13,47.96,99,5.26,6.0,63.0,92.57681293657996,High
3.64,1.66,2.54,4.35,5.44,8,34,16,84.68,53,7.965,3.5,63.0,99.381246510429,High
4.44,3.27,2.9,4.17,3.77,6,308,5,77.63,48,7.859999999999999,3.5,40.0,68.38488036973939,Medium
6.46,0.72,7.05,3.46,5.66,8,321,5,88.0,75,7.625,5.0,81.0,60.59253858975957,Medium
5.38,9.24,3.05,3.35,5.57,6,220,6,59.76,69,8.004999999999999,6.0,42.5,59.765220611785125,Medium
0.68,1.79,4.53,2.59,3.83,8,96,14,62.51,31,8.524999999999999,6.0,41.0,54.50220373920311,Medium
4.41,10.84,7.77,2.64,1.63,4,469,13,47.44,99,6.4350000000000005,8.5,79.0,57.29271890614944,Medium
6.38,6.37,5.59,5.64,2.39,4,417,8,46.29,86,7.98,4.5,66.5,76.34051054607744,High
5.3,5.76,6.37,3.53,3.05,11,307,17,65.77,49,6.25,4.0,55.5,73.94718455760047,High
8.78,1.24,3.67,2.49,0.69,2,427,15,50.09,56,7.775,2.0,43.0,90.90166829084522,High
4.29,2.03,6.06,2.94,1.48,8,395,11,89.83,85,7.92,7.5,100.5,69.13647511235439,Medium
0.62,10.35,6.39,5.58,2.63,8,457,4,86.17,59,7.3,5.0,71.0,36.61958286168416,Low
3.21,8.24,5.47,2.07,4.83,8,28,14,70.05,47,5.96,7.5,61.0,49.80401017480892,Low
1.79,1.59,7.99,5.99,2.12,14,125,10,43.33,76,7.814999999999999,8.5,36.5,56.7220527720655,Medium
2.88,8.33,0.63,2.33,1.24,10,372,19,77.15,88,8.29,3.5,72.0,71.63796397247827,Medium
3.94,2.01,6.66,4.75,5.12,7,149,13,93.29,61,4.68,7.0,65.0,73.29713416827012,High
6.93,8.93,1.74,0.41,5.2,3,397,3,53.35,87,7.16,8.5,58.0,63.99963839587891,Medium
3.58,11.36,5.02,2.45,1.13,5,161,13,57.34,83,8.815,7.5,53.5,52.588118189307146,Medium
8.9,9.22,6.54,0.88,2.46,6,122,2,88.29,53,6.21,4.5,46.5,46.77577036376938,Low
3.35,9.97,5.2,1.75,1.0,4,397,3,95.64,54,6.665,2.5,35.5,54.2267970615976,Medium
1.8,7.64,2.19,2.43,5.25,10,327,16,65.43,43,7.94,3.5,49.5,63.95805144466667,Medium
2.1,0.54,2.45,3.36,0.92,13,242,9,61.46,35,5.485,3.5,45.0,69.51843216814933,Medium
9.38,9.53,4.8,0.84,5.25,7,39,0,97.8,61,7.56,6.0,89.0,54.26195903476229,Medium
4.82,5.15,7.24,2.66,0.95,9,48,10,78.81,61,6.345,4.5,69.5,80.07855600174676,High
4.33,10.54,5.26,5.59,0.45,6,102,17,74.49,74,6.98,5.0,72.0,70.98493492187251,Medium
1.15,7.09,3.39,3.05,0.36,11,14,14,80.24,49,8.47,3.0,83.5,47.41269117909548,Low
7.47,2.7,6.92,0.41,4.3,9,208,3,84.55,46,7.29,7.5,54.5,65.13724461621469,Medium
7.1,1.13,2.39,1.18,5.02,6,25,9,92.15,51,5.73,4.5,56.0,90.06567704084333,High
4.07,6.88,4.21,4.81,2.63,13,306,2,64.12,33,7.765000000000001,5.5,60.0,46.672106756955785,Low
7.07,7.02,2.48,1.83,5.08,11,297,0,65.24,32,6.54,5.0,40.5,46.16103417831936,Low
3.99,10.39,6.28,5.09,1.07,6,114,9,62.72,64,8.18,5.0,51.0,42.58869391163466,Low
1.2,0.95,1.6,1.81,1.98,10,462,5,81.54,38,5.75,4.0,61.0,48.542589700945776,Low
7.51,9.94,5.25,3.35,4.86,11,272,11,62.2,75,6.745,4.0,60.0,72.76193625364007,High
9.67,5.16,5.28,3.52,0.83,8,330,6,81.61,99,6.494999999999999,7.5,83.5,71.79026495015205,Medium
6.66,6.58,7.45,3.92,2.77,1,224,18,76.76,60,6.65,5.0,82.0,73.9368674902038,High
3.13,6.63,3.53,4.45,0.79,13,247,18,89.44,84,5.73,6.0,64.5,64.80524370177662,Medium
3.06,4.9,3.97,5.98,1.44,5,163,4,41.23,66,7.695,8.0,36.0,57.46151545707475,Medium
9.33,2.64,4.79,0.04,3.76,12,135,7,46.58,76,7.11,7.5,77.0,78.11234753561669,High
3.38,1.41,1.02,4.65,4.26,14,51,9,64.97,99,8.25,6.5,29.0,90.62519335013624,High
7.8,2.88,3.64,4.79,1.52,7,57,9,73.82,66,7.63,6.5,41.0,69.86036699723559,Medium
6.61,8.71,1.2,1.28,4.18,7,372,10,60.95,49,6.4,5.5,36.0,60.80402020354414,Medium
6.13,8.35,6.3,1.65,5.83,2,218,9,74.6,84,5.605,6.5,37.5,46.78285599085752,Low
2.22,8.27,2.62,3.59,1.18,4,350,18,49.89,37,6.175,5.0,66.5,58.45141752116443,Medium
0.83,10.94,3.49,1.26,0.24,6,277,13,89.65,48,8.625,5.5,56.0,40.12529315307572,Low
5.14,5.75,2.27,3.62,2.38,2,63,8,65.19,36,8.57,3.0,83.0,65.85096534005773,Medium
9.89,9.23,2.06,1.09,3.25,14,171,1,92.51,98,7.615,7.0,49.5,79.11335454564559,High
2.36,8.18,7.9,3.33,1.46,8,320,18,68.6,98,6.69,5.0,75.5,67.3690792933171,Medium
5.6,11.28,6.66,4.74,1.9,12,331,15,44.04,94,5.73,7.0,69.0,67.83787165491685,Medium
6.87,8.2,3.59,5.84,0.09,5,15,8,97.21,34,4.805,6.0,72.0,72.26288191983102,High
5.09,2.57,6.63,2.65,2.66,2,257,10,44.69,94,8.035,6.5,49.5,65.36271235964813,Medium
5.32,9.06,5.41,2.16,4.24,9,84,14,59.97,49,6.12,3.0,79.5,72.30605759105737,High
6.78,4.62,3.27,4.8,5.54,10,99,13,45.68,81,5.07,3.0,46.5,81.17194982279496,High
8.24,3.43,0.22,1.59,3.73,12,139,19,50.88,57,8.084999999999999,5.5,68.5,83.03227309372885,High
3.67,3.7,7.31,2.7,3.95,2,193,13,62.91,30,5.355,4.0,82.0,47.348748497136185,Low
9.04,9.99,1.81,1.12,5.19,1,466,10,58.5,84,8.195,5.5,86.5,76.8026753516726,High
5.11,5.71,5.8,4.69,5.73,4,180,4,90.25,61,5.175,5.0,71.5,35.91568415233975,Low
6.79,5.89,6.52,2.51,1.98,12,26,11,93.86,32,5.625,8.0,95.5,55.16031347744521,Medium
1.51,0.62,4.69,3.62,4.02,5,406,17,78.52,63,5.4,4.0,49.5,75.63537414555745,High
5.18,3.61,5.25,0.97,2.82,2,444,12,85.56,77,8.17,6.0,63.0,71.41460316122715,Medium
0.65,10.66,0.55,5.62,4.12,5,1,3,52.22,71,7.095,5.5,94.0,47.26923099602871,Low
4.21,6.23,4.48,5.93,3.01,9,354,10,47.88,69,5.08,6.5,101.5,56.34908771997066,Medium
1.02,5.29,2.37,2.34,0.17,13,493,8,51.95,47,5.485,7.5,37.5,50.50750004167991,Medium
9.02,1.35,4.54,5.05,4.05,3,314,9,72.89,85,8.555,3.5,30.0,92.7708706936989,High
6.89,3.87,4.83,0.87,3.4,1,280,5,96.37,51,7.6,5.0,34.5,66.27256751957836,Medium
8.02,2.01,0.59,4.54,3.25,7,387,5,94.91,32,7.779999999999999,5.0,84.0,72.41715809414379,High
4.94,2.39,3.5,4.91,5.55,14,237,19,72.65,68,7.31,2.5,42.5,86.9223139396455,High
8.59,4.4,6.78,3.29,4.55,5,475,5,96.54,77,6.87,7.5,47.0,61.46089253233926,Medium
8.79,1.27,0.97,3.43,0.32,3,223,14,64.93,91,7.635,6.0,68.5,96.77874846386872,High
3.89,9.45,5.99,4.7,3.39,3,127,17,86.01,41,8.395,3.5,75.5,65.46582322470196,Medium
4.08,7.65,4.42,1.49,1.91,12,121,4,49.14,76,5.615,4.0,84.0,48.74092689569172,Low
5.33,9.7,4.91,1.07,1.53,3,18,4,92.07,73,7.609999999999999,5.5,77.5,78.72722229863999,High
0.9,4.5,0.17,4.45,5.39,9,209,0,91.22,34,7.515000000000001,2.5,60.0,52.34420867563537,Medium
9.96,3.05,6.91,2.95,5.66,10,150,2,97.63,93,6.800000000000001,4.5,50.0,91.2103445598688,High
3.91,7.28,7.22,5.32,0.28,14,1,18,70.27,90,6.415,8.5,45.5,70.92501187235791,Medium
4.97,0.75,4.99,5.96,1.44,9,201,15,73.38,47,8.27,5.5,49.5,64.15027078449468,Medium
7.67,1.52,7.9,5.12,4.82,10,317,19,57.46,60,8.225000000000001,5.5,42.5,77.11869537366559,High
3.33,9.03,2.42,1.13,4.52,6,156,3,97.58,57,5.035,9.0,96.5,45.10726779019788,Low
2.42,10.7,1.67,2.67,1.14,11,428,5,51.57,48,7.32,3.5,84.5,61.71206811748835,Medium
1.71,2.86,1.17,3.9,2.26,11,396,18,89.81,66,8.945,5.5,70.5,78.3016296435767,High
5.52,9.6,1.45,1.77,3.79,9,205,5,87.21,74,7.075,8.0,98.5,48.00204946617413,Low
0.55,4.91,0.27,5.03,5.43,8,330,2,46.9,71,8.455,3.0,80.0,64.32889621787443,Medium
7.24,5.28,5.63,2.68,1.44,1,218,15,43.69,41,7.515,5.5,64.5,76.10665899636719,High
4.88,10.67,6.19,0.66,4.43,10,143,0,46.69,67,6.9350000000000005,4.5,32.0,54.38273681364063,Medium
5.55,7.64,0.09,1.43,0.76,13,102,5,98.57,98,7.265000000000001,4.0,62.5,84.03212951381781,High
3.0,9.84,1.87,3.57,3.38,8,255,8,55.56,48,8.084999999999999,3.5,52.0,33.00619716373656,Low
2.19,9.42,1.75,4.11,4.12,2,352,8,89.72,65,7.449999999999999,7.0,27.5,55.109974033869904,Medium
7.15,7.1,5.07,4.19,5.88,9,357,9,50.64,75,7.665,5.5,49.5,63.5287934486443,Medium
2.5,9.1,6.3,0.98,0.9,5,65,17,57.49,56,7.805,4.5,19.5,57.17411800932128,Medium
7.91,8.64,5.75,4.59,1.23,8,130,13,80.81,77,6.23,5.5,61.0,100.0,High
2.43,6.02,6.1,0.58,3.67,4,382,5,59.4,39,8.504999999999999,2.5,52.0,47.63717337469689,Low
6.32,2.25,5.7,5.73,6.0,6,99,5,87.38,77,6.795,7.0,68.0,67.46389254785414,Medium
6.62,3.56,6.08,4.62,3.57,4,250,13,70.15,97,7.699999999999999,4.5,47.5,85.04578305559852,High
5.3,4.83,4.5,4.21,3.15,14,465,14,49.93,61,7.01,4.0,67.5,81.45249245885641,High
9.97,7.25,4.37,1.3,4.78,3,231,19,58.36,32,7.975,7.5,27.5,61.96593264587514,Medium
4.07,3.92,6.58,0.85,4.09,10,166,3,76.71,77,7.1850000000000005,3.0,47.0,67.42588353826807,Medium
8.89,2.86,4.9,0.88,1.55,14,491,16,66.82,61,5.949999999999999,3.5,64.5,89.7496507573127,High
2.11,0.91,1.17,1.39,2.39,7,463,6,72.53,68,7.755,3.5,79.5,77.45216643268918,High
3.7,2.94,6.93,5.01,4.11,1,8,9,58.57,43,8.11,5.5,50.0,61.42880233822349,Medium
1.88,6.7,3.85,3.96,4.74,4,377,12,64.72,71,8.17,6.5,59.5,60.64155423673748,Medium
6.23,2.11,2.02,5.81,5.22,13,21,2,69.01,92,7.335,6.0,60.0,80.0871853626421,High
6.56,0.84,3.0,0.56,2.63,10,266,0,56.49,71,5.5,5.5,83.0,52.1322156966019,Medium
4.81,1.36,4.56,4.23,2.65,4,399,7,55.08,82,7.975,5.0,22.5,73.06357577347926,High
7.34,11.45,3.15,5.12,2.53,14,341,3,70.07,97,6.125,4.5,39.5,64.40103189533818,Medium
8.74,0.91,4.74,2.89,2.07,7,391,16,40.81,77,6.0,6.0,66.0,74.54378412703687,High
7.88,5.93,4.49,0.35,5.7,2,454,17,92.48,50,6.565,6.5,36.0,60.84011725428978,Medium
2.8,8.42,4.42,3.89,0.51,1,128,7,46.61,64,7.824999999999999,7.5,68.0,60.921926778357886,Medium
3.54,3.07,4.53,3.73,0.12,2,34,17,42.34,33,7.755000000000001,6.5,56.0,66.45606777526339,Medium
4.11,11.59,2.55,5.66,5.09,10,301,17,58.35,34,7.87,6.0,52.5,50.10054261880791,Medium
2.44,0.76,6.9,4.95,1.38,2,496,18,64.07,83,5.72,8.0,79.0,75.23101028068186,High
3.93,10.62,4.26,3.26,0.36,6,138,18,52.65,94,6.529999999999999,7.5,45.0,72.2646561483286,High
2.76,5.0,0.37,0.68,1.08,1,196,18,74.42,77,7.07,5.0,83.0,91.41353901445332,High
9.96,4.91,2.36,0.33,1.17,9,137,14,47.03,30,4.9,8.5,48.0,71.92161197950179,Medium
7.94,5.93,5.74,5.42,3.13,14,284,2,58.82,38,7.1,6.0,64.5,68.00158330838804,Medium
8.67,11.67,5.32,2.85,0.12,5,101,0,95.79,42,6.05,4.5,73.0,40.22205064212246,Low
9.26,7.72,1.56,3.85,1.26,4,335,4,59.6,32,7.385,8.5,42.0,64.3675169180611,Medium
6.82,10.6,7.99,4.3,2.02,12,363,15,88.51,74,7.6,6.0,52.5,75.54754039730986,High
2.17,0.82,5.01,3.33,1.53,11,294,12,83.65,56,6.745,6.5,79.5,59.47238427958365,Medium
7.71,10.81,2.62,5.17,4.41,5,108,11,56.98,87,5.859999999999999,6.5,60.0,51.33744932599281,Medium
0.65,2.95,3.14,0.36,0.09,1,214,11,52.96,77,4.955,5.5,28.5,50.90699231179696,Medium
1.58,4.12,7.36,4.59,3.31,3,324,13,65.09,95,7.550000000000001,5.5,98.5,61.62778568547842,Medium
0.78,1.35,3.45,4.57,3.51,9,480,17,95.9,51,7.845000000000001,4.0,57.5,66.479899738292,Medium
1.79,11.02,1.93,1.39,4.04,7,47,0,49.24,85,7.664999999999999,5.0,76.0,57.60653439990309,Medium
7.64,6.55,2.75,0.72,4.92,10,125,19,57.8,31,6.845,4.0,55.5,63.09160629439296,Medium
8.91,1.54,4.24,3.83,2.62,4,458,14,43.92,40,5.59,3.5,89.5,78.36564514723844,High
3.15,5.07,1.26,2.0,0.37,3,376,19,77.33,92,5.375,7.5,45.5,72.7195357894713,High
1.63,4.88,0.41,0.09,3.01,7,436,11,47.6,95,5.495,4.5,80.5,66.73654808088226,Medium
3.09,1.08,3.23,2.64,4.44,9,86,2,61.42,78,6.225,3.5,71.5,53.29243942940216,Medium
6.65,4.5,7.17,3.83,0.58,6,376,10,77.99,84,5.295,2.5,75.5,79.47110324137367,High
3.83,3.87,7.42,5.51,4.63,10,438,7,80.78,67,5.69,4.5,75.5,58.4670050748433,Medium
9.63,11.07,6.66,2.6,0.93,13,251,19,72.75,66,6.994999999999999,7.5,98.5,74.39126953921007,High
1.74,9.78,1.36,0.86,5.11,1,228,5,46.54,76,5.279999999999999,4.5,33.0,52.31523383850015,Medium
9.91,2.34,0.39,2.58,0.18,7,329,3,83.9,33,7.225,6.0,48.5,88.75590143140857,High
0.62,11.21,4.22,4.59,2.59,12,241,16,51.76,71,6.73,2.5,67.5,63.24489612398626,Medium
4.79,9.05,5.41,0.58,1.2,4,311,9,80.0,78,8.11,7.5,49.5,75.56283051362611,High
2.89,6.14,5.25,1.11,3.02,8,197,18,88.71,97,5.855,6.0,77.0,74.6360106979047,High
5.88,5.48,2.16,1.64,3.86,1,252,7,59.51,46,4.88,4.5,82.0,60.02991746008621,Medium
1.42,11.16,2.71,2.74,3.64,5,284,8,61.32,58,4.96,7.5,80.0,34.84988548665431,Low
8.82,4.01,7.74,5.5,3.83,12,490,5,89.26,76,8.73,8.0,42.0,52.16419338048285,Medium
1.8,4.76,3.41,4.59,5.86,14,34,10,81.08,56,7.185,5.5,87.0,65.99472541054813,Medium
6.08,8.45,5.19,3.74,1.63,1,468,12,74.57,78,6.675,7.5,104.0,51.91291526903128,Medium
0.82,9.23,4.01,4.84,0.62,6,163,14,58.38,88,8.485,3.0,78.0,59.6756397301163,Medium
3.45,4.26,6.84,5.3,5.07,10,28,0,73.41,54,7.265,8.0,34.0,39.29295406619707,Low
1.92,11.1,6.7,2.77,5.83,4,254,17,84.89,95,4.845000000000001,6.5,22.0,52.57096666798183,Medium
9.79,3.45,5.19,4.45,3.43,14,26,5,44.54,56,6.275,3.0,53.5,76.04780727701748,High
0.61,4.5,7.45,5.55,5.64,11,306,16,70.01,80,7.375,7.0,64.0,68.84194263115536,Medium
3.85,2.76,1.66,3.19,5.14,1,310,5,50.15,45,6.925000000000001,4.5,83.0,53.61779186996896,Medium
3.38,6.68,4.29,4.58,5.09,12,230,16,99.82,94,6.154999999999999,4.0,63.0,83.73080077145305,High
6.75,11.99,1.88,5.89,5.36,10,252,3,67.09,92,7.62,4.5,29.5,73.62834688403525,High
1.04,8.76,0.82,2.83,3.6,9,484,5,52.05,88,7.655,2.5,16.5,62.96566296488059,Medium
8.2,5.92,6.18,4.03,1.6,6,92,12,61.53,68,7.66,5.5,53.5,65.68839910390275,Medium
4.93,11.8,4.9,2.68,0.21,12,277,13,43.95,65,6.695,5.5,18.0,61.81544849738828,Medium
4.8,1.07,0.83,4.29,3.44,6,351,14,72.83,85,6.37,6.0,48.0,94.92419812222178,High
2.65,3.79,7.91,2.33,5.79,2,157,3,84.36,69,7.9,6.5,52.5,57.136357368871614,Medium
5.16,10.14,0.67,0.77,1.83,2,237,18,83.59,41,8.13,3.5,72.5,81.6658410800816,High
3.96,6.53,5.5,5.33,3.9,9,97,19,93.26,37,6.73,5.0,69.5,56.59749106048808,Medium
2.83,0.55,4.83,4.27,1.15,3,303,10,74.13,31,4.505,7.5,62.0,53.85609103508156,Medium
2.1,5.75,3.31,5.97,0.27,4,302,0,83.92,53,7.175000000000001,6.0,80.0,49.49675968809521,Low
7.42,0.75,6.89,4.36,1.52,12,199,16,83.79,96,4.965,7.0,53.5,84.3965766963229,High
1.85,7.1,2.8,5.07,4.76,9,134,11,49.6,69,6.484999999999999,6.0,41.5,62.39451348119943,Medium
2.1,7.78,6.58,5.74,5.75,10,12,16,74.59,40,6.475,7.0,68.5,46.22897579526442,Low
5.98,2.82,4.75,0.36,1.37,5,202,17,87.14,32,6.91,5.0,15.5,67.98728207245222,Medium
2.65,11.84,3.14,5.14,2.55,1,122,11,85.84,44,6.484999999999999,4.0,47.5,46.856121629957336,Low
4.86,10.09,2.75,0.66,0.88,3,109,9,66.75,72,5.42,6.0,97.0,50.09400411692421,Medium
5.75,5.83,2.09,5.27,4.84,5,229,13,43.32,80,6.04,6.0,62.5,67.59491360440252,Medium
3.11,4.06,0.14,4.64,2.89,6,340,12,73.53,77,6.745,4.0,55.0,82.05623524281671,High
3.76,0.64,4.97,2.8,4.81,6,325,8,76.86,96,5.515000000000001,8.0,22.5,80.14854857448849,High
2.5,8.47,3.64,4.88,4.39,7,363,19,78.91,94,7.65,4.5,59.0,80.50968865731876,High
